Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
1768212,Le K,Dino Buzzati,"Buzzati, Dino",Jacqueline REMILLET,"=""2266122355""","=""9782266122351""",5,3.99,Pocket,Paperback,441,2004,1966,,2020/04/06,,,read,,,,1,,,0,,,,,
15197,"Maus II: A Survivor's Tale: And Here My Troubles Began (Maus, #2)",Art Spiegelman,"Spiegelman, Art",,"=""0679729771""","=""9780679729778""",5,4.36,Pantheon Books,Paperback,144,1992,1991,,2020/04/06,,,read,,,,1,,,0,,,,,
236093,"The Wonderful Wizard of Oz (Oz, #1)",L. Frank Baum,"Baum, L. Frank",W.W. Denslow,"=""0140621679""","=""9780140621679""",5,3.97,Penguin,Paperback,154,1995,1900,,2020/04/06,,,read,,,,1,,,0,,,,,
15196,"Maus I: A Survivor's Tale: My Father Bleeds History (Maus, #1)",Art Spiegelman,"Spiegelman, Art",,"=""0394541553""","=""9780394541556""",5,4.34,Pantheon Books,Hardcover,159,1991,1986,,2020/04/06,,,read,,,,1,,,0,,,,,
14743,The God Delusion,Richard Dawkins,"Dawkins, Richard",,"=""0618680004""","=""9780618680009""",0,3.89,Houghton Mifflin Co. (Boston/NY),Hardcover,374,2006,2006,,2020/04/06,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",0,4.19,Broadway Books,Paperback,544,2004,2003,,2020/04/06,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.98,Simon & Schuster ,Paperback,453,2004,1961,,2020/04/06,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
865,The Alchemist,Paulo Coelho,"Coelho, Paulo",Alan R. Clarke,"=""0061122416""","=""9780061122415""",0,3.89,HarperCollins,Paperback,197,1993,1988,,2020/04/06,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
457264,The Second Sex,Simone de Beauvoir,"Beauvoir, Simone de","H.M. Parshley, Deirdre Bair","=""0679724516""","=""9780679724513""",0,4.13,Vintage,Paperback,746,1989,1949,,2020/04/06,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
27333,Silent Spring,Rachel Carson,"Carson, Rachel","Linda Lear, Edward O. Wilson","=""0618249060""","=""9780618249060""",0,3.99,Mariner Books,Paperback,378,2002,1962,,2020/04/06,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
51893,Thus Spoke Zarathustra,Friedrich Nietzsche,"Nietzsche, Friedrich",Walter Kaufmann,"=""""","=""""",0,4.05,Penguin Books,Paperback,327,1978,1883,,2020/04/06,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
233093,"The Cat in the Hat (The Cat in the Hat, #1)",Dr. Seuss,"Seuss, Dr.",,"=""039480001X""","=""9780394800011""",0,4.16,Random House Books for Young Readers,Hardcover,61,1985,1957,,2020/04/06,,,read,,,,1,,,0,,,,,
13079982,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray",,"=""""","=""""",0,3.99,Simon & Schuster,Kindle Edition,194,2011,1953,,2020/04/06,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",Berliani M. Nugrahani,"=""""","=""""",0,4.31,Riverhead Books,Paperback,371,2004,2003,,2020/04/06,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
18796,In Search of Lost Time (6 Volumes),Marcel Proust,"Proust, Marcel","C.K. Scott Moncrieff, Andreas Mayor, Terence Kilmartin, D.J. Enright, Richard Howard","=""0812969642""","=""9780812969641""",0,4.35,Modern Library,Paperback,4211,2003,1927,,2020/04/06,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
12395,Journey to the End of the Night,Louis-Ferdinand Céline,"Céline, Louis-Ferdinand","Ralph Manheim, Angela Cismaş, William T. Vollmann","=""0811216543""","=""9780811216548""",0,4.22,New Directions,Paperback,453,2006,1932,,2020/04/06,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
1852,The Call of the Wild,Jack London,"London, Jack",Avi,"=""0439227143""","=""9780439227148""",0,3.88,Scholastic,Mass Market Paperback,172,2001,1903,,2020/04/06,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
130440,Doctor Zhivago,Boris Pasternak,"Pasternak, Boris","John Bayley, Max Hayward, Manya Harari","=""0679774386""","=""9780679774389""",0,4.00,Pantheon,Paperback,592,1997,1957,,2020/04/06,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","John Rutherford, Roberto González Echevarría","=""0142437239""","=""9780142437230""",0,3.88,Penguin Books,Paperback,1023,2003,1605,,2020/04/06,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
656,War and Peace,Leo Tolstoy,"Tolstoy, Leo","Henry Gifford, Aylmer Maude, Louise Maude, Vladimir Levstik","=""""","=""""",0,4.12,Oxford University Press,Paperback,1392,1998,1865,,2020/04/06,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
2623,Great Expectations,Charles Dickens,"Dickens, Charles",,"=""0192833596""","=""9780192833594""",0,3.78,Oxford University Press,Paperback,505,1998,1860,,2020/04/06,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
18749,Half of a Yellow Sun,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""1400044162""","=""9781400044160""",0,4.31,Knopf,Hardcover,433,2006,2006,,2020/04/06,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
929782,Martin Eden,Jack London,"London, Jack",Andrew Sinclair,"=""""","=""""",5,4.45,Penguin,Paperback,480,1994,1908,2020/04/06,2020/01/04,,,read,,,,1,,,0,,,,,
33229792,"80,000 Hours: Find a fulfilling career that does good",Benjamin Todd,"Todd, Benjamin",,"=""""","=""""",5,4.09,,Kindle Edition,343,2016,,2020/04/01,2020/02/21,,,read,,,,1,,,0,,,,,
23929479,Soumission,Michel Houellebecq,"Houellebecq, Michel",,"=""2081354802""","=""9782081354807""",4,3.65,Flammarion,Paperback,300,2015,2015,2020/03/30,2020/03/29,,,read,,,,1,,,0,,,,,
40121378,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,James Clear,"Clear, James",,"=""""","=""""",4,4.36,Avery,Kindle Edition,319,2018,2018,2020/03/12,2020/01/04,,,read,,,,1,,,0,,,,,
51567619,Father Goriot,Honoré de Balzac,"Balzac, Honoré de",,"=""1079043128""","=""9781079043129""",5,3.85,Independently Published,Paperback,454,2019,1835,,2020/01/04,,,read,,,,1,,,0,,,,,
23168483,The Most Good You Can Do: How Effective Altruism Is Changing Ideas About Living Ethically,Peter Singer,"Singer, Peter",,"=""0300180276""","=""9780300180275""",0,3.85,Yale University Press,Hardcover,232,2015,2015,,2020/02/21,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
51351741,How to Make a Difference: The Definitive Guide from the World’s Most Effective Activists,Kate Robertson,"Robertson, Kate",Ella Robertson,"=""""","=""""",3,3.81,Cassell Illustrated,Kindle Edition,258,2019,,,2020/01/04,,,read,,,,1,,,0,,,,,
527756,The Man Without Qualities,Robert Musil,"Musil, Robert","Burton Pike, Sophie Wilkins","=""0330349422""","=""9780330349420""",0,4.23,Alfred A. Knopf,Hardcover,1774,1995,1930,,2020/01/27,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""0375831002""","=""9780375831003""",0,4.38,Alfred A. Knopf,Hardcover,552,2006,2005,,2020/01/27,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
8717326,Les fleurs de soleil,Simon Wiesenthal,"Wiesenthal, Simon",,"=""2226151907""","=""9782226151902""",0,4.11,Albin Michel,Paperback,272,2004,1969,,2020/01/26,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
6234486,Het proces ,Franz Kafka,"Kafka, Franz",Ruth Wolf,"=""9021497808""","=""9789021497808""",0,3.96,Querido,Hardcover,295,1992,1925,,2020/01/23,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
42921386,Pensez-vous vraiment ce que vous croyez penser ?,Marianne Chaillan,"Chaillan, Marianne",,"=""""","=""""",3,4.23,Des Equateurs,Kindle Edition,188,2018,,2020/01/21,2020/01/21,,,read,,,,2,,,0,,,,,
29430779,Payoff: The Hidden Logic That Shapes Our Motivations,Dan Ariely,"Ariely, Dan",,"=""1501120042""","=""9781501120046""",0,3.71,Simon  Schuster/ TED,Hardcover,128,2016,2016,,2020/01/19,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
44287149,The Great Pretender: The Undercover Mission That Changed Our Understanding of Madness,Susannah Cahalan,"Cahalan, Susannah",,"=""1538715287""","=""9781538715284""",0,3.63,Grand Central Publishing,Hardcover,382,2019,2019,,2020/01/19,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
43925876,The Giver of Stars,Jojo Moyes,"Moyes, Jojo",,"=""0399562486""","=""9780399562488""",0,4.27,Pamela Dorman Books,Hardcover,388,2019,2019,,2020/01/19,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
40121980,Deaf Republic,Ilya Kaminsky,"Kaminsky, Ilya",,"=""1555978312""","=""9781555978310""",0,4.46,Graywolf Press,Paperback,80,2019,2011,,2020/01/19,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
1377863,Strategy: A View From The Top (An Executive Perspective),Cornelis A. De Kluyver,"Kluyver, Cornelis A. De",John A. Pearce II,"=""0131861360""","=""9780131861367""",0,3.62,Prentice Hall,Paperback,,2005,2002,,2020/01/19,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
113934,The Goal: A Process of Ongoing Improvement,Eliyahu M. Goldratt,"Goldratt, Eliyahu M.",Jeff Cox,"=""0884271781""","=""9780884271789""",0,4.06,North River Press,Paperback,384,2004,1984,,2020/01/19,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
43884209,"Get a Life, Chloe Brown (The Brown Sisters, #1)",Talia Hibbert,"Hibbert, Talia",,"=""0062941208""","=""9780062941206""",0,3.87,Avon,Paperback,373,2019,2019,,2020/01/19,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
123686,Influence Without Authority,Allan R. Cohen,"Cohen, Allan R.",David Bradford,"=""0471463302""","=""9780471463306""",0,3.61,Wiley,Hardcover,310,2005,1989,,2020/01/19,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
2343374,The Tyranny of Words,Stuart Chase,"Chase, Stuart",,"=""0156923947""","=""9780156923941""",0,4.29,Mariner Books,Paperback,420,1959,1938,,2020/01/19,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
34890015,Factfulness: Ten Reasons We're Wrong About the World – and Why Things Are Better Than You Think,Hans Rosling,"Rosling, Hans","Ola Rosling, Anna Rosling Rönnlund","=""1473637465""","=""9781473637467""",0,4.35,Sceptre,Hardcover,342,2018,2018,,2020/01/19,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
13610080,The Power of Reputation,Chris Komisarjevsky,"Komisarjevsky, Chris",,"=""0814417973""","=""9780814417973""",0,3.10,AMACOM,Hardcover,224,2012,2012,,2020/01/19,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
3636,"The Giver (The Giver, #1)",Lois Lowry,"Lowry, Lois",,"=""0385732554""","=""9780385732550""",4,4.13,Ember,Paperback,208,2006,1993,2020/01/17,2020/01/04,,,read,,,,1,,,0,,,,,
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",5,3.99,Ballantine Books,Mass Market Paperback,296,1987,1929,2020/01/15,2020/01/12,,,read,,,,1,,,0,,,,,
261004,Eyeless in Gaza,Aldous Huxley,"Huxley, Aldous",,"=""0099458179""","=""9780099458173""",0,3.89,Vintage,Paperback,528,2004,1936,,2020/01/10,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
5135,Point Counter Point,Aldous Huxley,"Huxley, Aldous",,"=""1564781313""","=""9781564781314""",0,3.86,Dalkey Archive Press,Paperback,432,1996,1928,,2020/01/10,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
5129,Brave New World,Aldous Huxley,"Huxley, Aldous",,"=""0060929871""","=""9780060929879""",5,3.99,HarperPerennial / Perennial Classics,Paperback,268,1998,1932,2020/01/10,2020/01/04,,,read,,,,2,,,0,,,,,
1846053,La Controverse de Valladolid,Jean-Claude Carrière,"Carrière, Jean-Claude",,"=""2080722603""","=""9782080722607""",5,3.54,Pocket,Paperback,119,1993,1992,,2020/01/06,,,read,,,,1,,,0,,,,,
6604181,Human Society in Ethics and Politics,Bertrand Russell,"Russell, Bertrand",,"=""0415487374""","=""9780415487375""",0,3.95,Routledge,Paperback,243,2009,1954,,2020/01/06,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
28815,Influence: The Psychology of Persuasion,Robert B. Cialdini,"Cialdini, Robert B.",,"=""006124189X""","=""9780061241895""",0,4.18,Harper Business,Paperback,320,2006,1984,,2020/01/06,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
7708996,Être sans destin,Imre Kertész,"Kertész, Imre","Charles Zaremba, Natalia Zaremba-Huzsvai","=""2742784896""","=""9782742784899""",5,4.07,Actes Sud,Mass Market Paperback,366,2009,1975,,2020/01/06,,,read,,,,1,,,0,,,,,
26262224,Doing Good Better: How Effective Altruism Can Help You Make a Difference,William MacAskill,"MacAskill, William",,"=""1783350490""","=""9781783350490""",5,4.25,Guardian Faber ,Paperback,325,2015,2015,,2020/01/06,,,read,,,,1,,,0,,,,,
14799895,Civilization: The Six Ideas That Created the Modern World,Niall Ferguson,"Ferguson, Niall",,"=""0141044586""","=""9780141044583""",0,3.85,Penguin Group,Paperback,402,2012,2011,,2020/01/06,to-read,to-read (#12),to-read,,,,1,,,0,,,,,
840043,The Rise and Fall of the Great Powers: Economic Change and Military Conflict from 1500 to 2000,Paul Kennedy,"Kennedy, Paul",,"=""0679720197""","=""9780679720195""",5,4.11,Vintage Books,Paperback,677,1989,1987,,2020/01/06,,,read,,,,1,,,0,,,,,
1812628,Geronimo Stilton: #15-16,Geronimo Stilton,"Stilton, Geronimo","Bill Lobley, Elisabetta Dami","=""0545033276""","=""9780545033275""",0,4.18,"Scholastic, Inc.",Audio CD,0,2008,2008,,2020/01/06,childhood,childhood (#55),read,,,,1,,,0,,,,,
18693884,How Not to Be Wrong: The Power of Mathematical Thinking,Jordan Ellenberg,"Ellenberg, Jordan",,"=""1594205221""","=""9781594205224""",5,3.96,Penguin Press,Hardcover,480,2014,2014,,2020/01/06,,,read,,,,1,,,0,,,,,
957635,L'Espèce humaine,Robert Antelme,"Antelme, Robert",,"=""2070297799""","=""9782070297795""",5,4.28,Gallimard,Mass Market Paperback,321,1978,1947,,2020/01/06,,,read,,,,1,,,0,,,,,
527040,Freakonomics - A Rogue Economist Explores The Hidden Side Of Everything,Steven D. Levitt,"Levitt, Steven D.",,"=""0061131326""","=""9780061131325""",5,3.98,William Morrow & Company,Hardcover,256,2006,2005,,2020/01/06,,,read,,,,1,,,0,,,,,
35174669,"Plus rien à faire, plus rien à foutre",Brice TEINTURIER,"TEINTURIER, Brice",Robert Laffont,"=""2221198662""","=""9782221198667""",3,3.60,French and European Publications Inc,Paperback,198,2017,,,2020/01/06,,,read,,,,1,,,0,,,,,
13036196,"Thinking, Fast and Slow",Daniel Kahneman,"Kahneman, Daniel",,"=""1846146062""","=""9781846146060""",5,4.16,Allen Lane,Paperback,504,2011,2011,,2020/01/06,,,read,,,,1,,,0,,,,,
16981,Invisible Man,Ralph Ellison,"Ellison, Ralph",,"=""""","=""""",0,3.89,Vintage,Paperback,581,1995,1952,,2020/01/05,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
835623,How the Mind Works,Steven Pinker,"Pinker, Steven",,"=""0393318486""","=""9780393318487""",0,3.98,W. W. Norton  Company,Paperback,660,1999,1997,,2020/01/04,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
22472,Discourse on the Origin of Inequality,Jean-Jacques Rousseau,"Rousseau, Jean-Jacques",,"=""0486434141""","=""9780486434148""",4,3.83,Dover Publications,Paperback,73,2004,1755,,2020/01/04,,,read,,,,1,,,0,,,,,
1208948,Zadig et autres contes,Voltaire,"Voltaire, Voltaire",,"=""2080720309""","=""9782080720306""",5,3.82,,Mass Market Paperback,168,1996,1747,,2020/01/04,,,read,,,,1,,,0,,,,,
15694,The First Man,Albert Camus,"Camus, Albert",David Hapgood,"=""0783816014""","=""9780783816012""",5,3.97,Thorndike Press,Paperback,359,1996,1994,,2020/01/04,,,read,,,,1,,,0,,,,,
11991,The Fall,Albert Camus,"Camus, Albert",Justin O'Brien,"=""0679720227""","=""9780679720225""",5,4.02,Vintage,Paperback,147,1991,1956,,2020/01/04,,,read,,,,1,,,0,,,,,
1810674,La Mort du roi Tsongor,Laurent Gaudé,"Gaudé, Laurent",,"=""2742752986""","=""9782742752980""",4,4.03,Actes Sud,Mass Market Paperback,204,2004,2002,,2020/01/04,,,read,,,,1,,,0,,,,,
10799,A Farewell to Arms,Ernest Hemingway,"Hemingway, Ernest",نجف دریابندری,"=""0099910101""","=""9780099910107""",0,3.81,Arrow Books,Paperback,293,2004,1929,,2020/01/04,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
32075671,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,"Thomas, Angie",,"=""0062498533""","=""9780062498533""",0,4.51,Balzer + Bray,Hardcover,444,2017,2017,,2020/01/04,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
3431,The Five People You Meet in Heaven,Mitch Albom,"Albom, Mitch",,"=""1401308589""","=""9781401308582""",0,3.95,Hyperion,Paperback,196,2003,2003,,2020/01/04,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
4929,Kafka on the Shore,Haruki Murakami,"Murakami, Haruki",Philip Gabriel,"=""1400079276""","=""9781400079278""",0,4.13,Vintage International,Paperback,467,2006,2002,,2020/01/04,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
15796700,Americanah,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",Jashar Awan,"=""""","=""""",0,4.30,Alfred A. Knopf,Hardcover,477,2013,2013,,2020/01/04,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.85,Penguin Books,Paperback,489,2003,1859,,2020/01/04,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
18114322,The Grapes of Wrath,John Steinbeck,"Steinbeck, John",,"=""067001690X""","=""9780670016907""",0,3.98,Viking,Hardcover,479,2014,1939,,2020/01/04,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
7604,Lolita,Vladimir Nabokov,"Nabokov, Vladimir",Craig Raine,"=""""","=""""",0,3.89,Penguin,Paperback,331,1995,1955,,2020/01/04,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, John Seelye, Walter Trier","=""0142437174""","=""9780142437179""",0,3.82,Penguin Classics,Paperback,327,2002,1884,,2020/01/04,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,"Haddon, Mark",,"=""1400032717""","=""9781400032716""",5,3.89,Vintage,Paperback,226,2004,2003,,2020/01/04,,,read,,,,1,,,0,,,,,
119003,La Promesse de l'aube,Romain Gary,"Gary, Romain",,"=""2070363732""","=""9782070363735""",5,4.28,Folio,Mass Market Paperback,456,1973,1960,,2020/01/04,,,read,,,,1,,,0,,,,,
875906,Un barrage contre le Pacifique,Marguerite Duras,"Duras, Marguerite",,"=""2070368823""","=""9782070368822""",5,3.79,Folio,Mass Market Paperback,370,1978,1950,,2020/01/04,,,read,,,,1,,,0,,,,,
181398,Summer of the Sea Serpent (Merlin Missions #3),Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0375827358""","=""9780375827358""",0,4.07,Random House Books for Young Readers,Hardcover,111,2010,2004,,2020/01/04,childhood,childhood (#52),read,,,,1,,,0,,,,,
32184,"Thanksgiving on Thursday (Magic Tree House, #27)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0375806156""","=""9780375806155""",0,3.87,Random House Books for Young Readers,Paperback,73,2002,2002,,2020/01/04,childhood,childhood (#51),read,,,,1,,,0,,,,,
262437,"Dingoes at Dinnertime (Magic Tree House, #20)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890661""","=""9780679890669""",0,3.91,Random House for Young Readers,Paperback,96,2010,2000,,2020/01/04,childhood,childhood (#50),read,,,,1,,,0,,,,,
434928,"Good Morning, Gorillas (Magic Tree House, #26)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0375806148""","=""9780375806148""",0,3.92,Random House Books for Young Readers,Paperback,71,2002,2002,,2020/01/04,childhood,childhood (#49),read,,,,1,,,0,,,,,
89612,"High Tide in Hawaii (Magic Tree House, #28)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0375806164""","=""9780375806162""",0,3.99,Random House Books for Young Readers,Paperback,96,2003,2003,,2020/01/04,childhood,childhood (#48),read,,,,1,,,0,,,,,
93734,"Revolutionary War on Wednesday (Magic Tree House, #22)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890688""","=""9780679890683""",0,3.92,Random House Books for Young Readers,Paperback,69,2010,2000,,2020/01/04,childhood,childhood (#47),read,,,,1,,,0,,,,,
181399,"Viking Ships At Sunrise (Magic Tree House, #15)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0679890610""","=""9780679890614""",0,3.87,Random House Books for Young Readers,Paperback,73,1998,1998,,2020/01/04,childhood,childhood (#46),read,,,,1,,,0,,,,,
